subject,body,sender,num_links,label
Re: 99249 follow-up,"Hi Alex, attached is the invoice #49799 for your recent purchase of $2,009.36. Let us know if you have any questions about the charges or need a receipt.",jordan.lee@notifications.service.com,0,legitimate
Urgent: Your account will be suspended,"We noticed a new device sign-in from an unrecognized location on August 21. If this was not you, click http://secure-login-update.com/report-unauthorized immediately.",support.team@secure-login-update.com,1,phishing
Your invoice #95498 could not be processed,"Dear Customer, we detected unusual activity on your account. Click the link below within 2 hours to verify your identity or your account will be suspended. http://account-verify-now.net/verify-account?ref=32946",support.team@account-verify-now.net,1,phishing
Final notice: Account closure in 24 hours,Your parcel (tracking #52030) delivery failed due to an incomplete address. Confirm your details within 6 hours at http://verify-identity-now.top/delivery-confirm to reschedule delivery.,support.team@verify-identity-now.top,1,phishing
Final notice: Account closure in 24 hours,URGENT: Your subscription (order #95854) has been cancelled due to a billing issue of $16.20. Renew immediately at http://prize-claim-center.xyz/renew-now to avoid losing your data.,billing.department@prize-claim-center.xyz,1,phishing
We noticed a new device sign-in,"Dear Customer, we detected unusual activity on your account. Click the link below within 2 hours to verify your identity or your account will be suspended. http://login-secure-check.icu/verify-account?ref=25408",account.security@login-secure-check.icu,1,phishing
Urgent: Your account will be suspended,"Dear Alex, our system detected a login attempt from an unrecognized device on August 21. If this wasn't you, secure your account now at http://account-verify-now.net/secure-login.",billing.department@account-verify-now.net,1,phishing
Security Alert: Unusual login detected,"We noticed a new device sign-in from an unrecognized location on Monday, June 9. If this was not you, click http://account-verify-now.net/report-unauthorized immediately.",it.helpdesk@account-verify-now.net,1,phishing
Reminder: Submit your timesheet,"Welcome aboard, Casey! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",billing@notifications.service.com,0,legitimate
Feedback request for recent support ticket,"Good morning team, here are the notes from this week's standup on this Friday. Please review the action items and update your tickets accordingly. More info at https://ourplatform.io/details",jordan.lee@ourplatform.io,1,legitimate
Your order has shipped,"Hello Jordan, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",billing@teamworkspace.com,0,legitimate
Your monthly newsletter,"Hi Taylor, following up on 23225 - let me know if you have any other questions, happy to help.",alex.rivera@notifications.service.com,0,legitimate
Meeting reminder for tomorrow,"Welcome aboard, Morgan! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",billing@company.com,0,legitimate
Upcoming maintenance window notice,"Hi Jordan, thanks for your order. Your receipt total was $1,739.61. Reach out anytime with questions. More info at https://company.com/details",alex.rivera@company.com,1,legitimate
Confirm your identity to avoid suspension,"We noticed a new device sign-in from an unrecognized location on the 3rd. If this was not you, click http://prize-claim-center.xyz/report-unauthorized immediately.",billing.department@prize-claim-center.xyz,1,phishing
Your invoice #47313 could not be processed,We were unable to process your last payment of $574.37. Please update your billing details urgently at http://billing-update-portal.co/billing-update to avoid service interruption.,no-reply@billing-update-portal.co,1,phishing
Welcome to our platform,"Good morning team, here are the notes from this week's standup on March 14. Please review the action items and update your tickets accordingly.",priya.nair@company.com,0,legitimate
Action Required: Verify your account now,"This is an automated alert from your bank. A transaction of $540.85 was flagged on Monday, June 9. Verify this transaction immediately at http://account-verify-now.net/secure-verify or your card will be blocked.",no-reply@account-verify-now.net,1,phishing
Security Alert: Unusual login detected,"We noticed a new device sign-in from an unrecognized location on the 3rd. If this was not you, click http://secure-login-update.com/report-unauthorized immediately.",it.helpdesk@secure-login-update.com,1,phishing
Your payment failed - update billing info,"We were unable to process your last payment of $2,324.97. Please update your billing details urgently at http://bank-alert-service.info/billing-update to avoid service interruption.",billing.department@bank-alert-service.info,1,phishing
Final notice: Account closure in 24 hours,"We noticed a new device sign-in from an unrecognized location on March 14. If this was not you, click http://prize-claim-center.xyz/report-unauthorized immediately.",no-reply@prize-claim-center.xyz,1,phishing
Your monthly newsletter,"Hello Chris, good news - your order #31605 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info at https://company.com/details",billing@company.com,1,legitimate
Upcoming maintenance window notice,"Hello, we'd love to hear your feedback on support ticket #27047 we recently resolved. Your input helps us improve our service.",jordan.lee@teamworkspace.com,0,legitimate
Project update: Q3 milestones,"Good morning team, here are the notes from this week's standup on next Tuesday. Please review the action items and update your tickets accordingly.",jordan.lee@ourplatform.io,0,legitimate
Bank Alert: Unauthorized transaction detected,Your account has been locked due to suspicious activity. Please confirm your username and password at http://login-secure-check.icu/login-confirm to restore access. Case ID: 29127,billing.department@login-secure-check.icu,1,phishing
Your order has shipped,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by this Friday. More info at https://company.com/details",team.updates@company.com,1,legitimate
